codificador,codigo_de_osinergmin,razon_social,ruc,direccion,distrito,n,bandera,glp,gnv,llanteria,islas_comb_liq,mecanico,aceite,lavado,tienda,cajero,en_avenida_principal,coordenadas,revisar
DU,9080,AVS ASOCIADOS S.A.C.,20603357567,AV. ARENALES Nº 1700,LINCE,173,PetroPeru,0,0,0,6,0,0,0,0,0,,"-12.081732, -77.036173",
,98168,INVERSIONES Y SERVICIOS SEMBLAS E.I.R.L,20544230710,"MZ. J, LOTE 1, ASOCIACION HUERTA GRANJA EL AYLLU",LURIGANCHO,173,,,,,,,,,,,,,
,18666,LUCILA GONZALES HURTADO DE PALACIOS,10084430809,"ESQUINA DE LA AV. CANTA CALLAO Y LOS DOMINICOS MZ. E LOTE 7, URB. LAS BRISAS DE SANTA ROSA",SAN MARTIN DE PORRES,171,,,,,,,,,,,,,
,8235,SHENANDOA S.A.C.,20147847727,"AV. CAMINOS DEL INCA N° 194, URB. TAMBO DE MONTERRICO",SANTIAGO DE SURCO,171,,,,,,,,,,,,,
,82834,SIROCO HOLDINGS SAC,20517700640,AV. ARGENTINA 898,LIMA,170,,,,,,,,,,,,,
,112178,TERPEL PERU S.A.C.,20511995028,"AV. FRANCISCO PIZARRO 770, 772, 774, 776, 778, 780, 782, 784 Y 786 ESQ. CON AV. FELIPE ARANCIBIA",RIMAC,169,,,,,,,,,,,,,
,34612,EMPRESA DE TRANSPORTES Y SERVICIOS EL SOL DE SANTA CLARA S.A.,20123668686,ESQUINA AV. MIGUEL GRAU Y AV. SAN ALFONSO (LOTE 58) - SANTA CLARA,ATE,169,,,,,,,,,,,,,
,14756,GRIFO PEDRO MARIO E.I.R.L.,20385368004,"SUB-LOTE 10A, MZ. 207 SECTOR VALLECITO ALTO - AA.HH. J.C. MARIATEGUI",VILLA MARIA DEL TRIUNFO,168,,,,,,,,,,,,,
,19967,TRANSERVIS PACIFICO S.A.C.,20520467344,"CALLE SAN MARTIN MZ. E3, LOTE 2 - EL DORADO",PUENTE PIEDRA,164,,,,,,,,,,,,,
DUC,21558,REPSOL COMERCIAL S.A.C,20503840121,"AV.EL SOL N° 697 , ESQUINA CON AV. REPUBLICA DE PANAMA",BARRANCO,2138,Repsol,0,0,0,4,0,1,1,0,0,1,"-12.139148, -77.017588",
,64309,ENERGIA Y SERVICOS PERU S.A.C.,20523115945,PEDRO GAREZON Nro. 500,ANCON,160,,,,,,,,,,,,,
,8042,EMPRESA DE TRANSPORTES LAS FLORES S.A.,20172781005,"AV. PROCERES DE LA INDEPENDENCIA MZ. J1  LTS.24,25 Y 26",SAN JUAN DE LURIGANCHO,160,,,,,,,,,,,,,
,41440,EMPRESA SUVAR S.A.C.,20546240852,PANAMERICANA NORTE KM. 26.5 MZ. C LOTE 5-RESIDENCIAL SAN PEDRO,PUENTE PIEDRA,159,,,,,,,,,,,,,
,6750,SERVICENTRO CORONADO S.A.,20160563916,ESQUINA AV. 28 DE JULIO Y NICOLAS AYLLON S/N,LIMA,159,,,,,,,,,,,,,
,9313,GLENOIL E.I.R.L.,20413719195,AV. ANGELICA GAMARRA N° 848,LOS OLIVOS,158,,,,,,,,,,,,,
,82732,CLUB ESMERALDA,20118032021,"SEDE NAUTICA CLUB ESMERALDA, PLAYA EMBAJADORES (ALTURA KM. 52 CARRETERA PANAMERICANA SUR)",SANTA MARIA DEL MAR,157,,,,,,,,,,,,,
,16781,CIRILA SIMEONA RIVERA CACERES,10071135336,"AA. HH. VICENTELO BAJO, COMITE 3, MZ. G (PISTA AUXILIAR VIA EVITAMIENTO - PUENTE PEDRO HUILCA)",EL AGUSTINO,156,,,,,,,,,,,,,
,123985,ESTACION DE SERVICIOS GRIFO DENVER S.R.L.,20511172633,"CARRETERA CENTRAL SUB PARCELA 8A DE LA PARCELA N°10015 EX FUNDO PARIACHI MZ. A LT. 1 Y 2, PROGRAMA DE VIVIENDA ""LAS PONCIANAS DE PARIACHI""",ATE,154,,,,,,,,,,,,,
,93384,INDAR ESTACIONES S.A.C.,20566104483,"AV. EL SOL MZ. J-1, LT. 04, URB. LAS VERTIENTES",VILLA EL SALVADOR,153,,,,,,,,,,,,,
,7316,CORPORACION GASOLIVOS S.A.C.,20537901277,AV. ANGELICA GAMARRA DE LEON VELARDE N° 1361,LOS OLIVOS,150,,,,,,,,,,,,,
,7868,REPSOL COMERCIAL S.A.C.,20503840121,AV. PROCERES DE LA INDEPENDENCIA Nº 1487 URB. LOS JARDINES DE SAN JUAN,SAN JUAN DE LURIGANCHO,150,,,,,,,,,,,,,
,43021,EMPRESA DE SERVICIOS MULTIPLES LOS LAURELES DE MANCHAY S.A.,20379038761,"AV. VICTOR MALASQUEZ, PARCELA 7, COMUNIDAD CAMPESINA COLLANAC",PACHACAMAC,149,,,,,,,,,,,,,
DUC,19962,ABA SINGER & CIA S.A.C.,20100032881,"INTERSECCION AV. RICARDO PALMA, MARISCAL CACERES Y MARIANO ODICIO",MIRAFLORES,801,Aba Singer,0,0,0,6,0,0,0,0,0,1,"-12.119964, -77.024518",
,121358,SUSOLI S.R.L,20477909133,"AV. CHOSICA ¿ CARRETERA CAJAMARQUILLA, PARCELA 89, LOTE 89-B, URB. CAJAMARQUILLA, SEGUNDA ETAPA, ESQUINA CALLE 03.",LURIGANCHO,148,,,,,,,,,,,,,
,18861,ESTACIONES  ARGUELLES  S.A.C.,20600788389,"SUB. LOTE N° 1, DE LA PARCELA 60, COOPERATIVA AGRARIA DE USUARIOS MARIA PARADO DE BELLIDO - KM. 2",CARABAYLLO,148,,,,,,,,,,,,,
,21035,INVERSIONES VENTURA A&R E.I.R.L.,20521194724,"AV. MIGUEL IGLESIAS MZ. J, LT. 8, COOPERATIVA DE VIVIENDA SAN MIGUEL DE APURIMAC",SAN JUAN DE MIRAFLORES,148,,,,,,,,,,,,,
,101467,GRIFO SAN BARTOLOME E.I.R.L.,20429459436,CALLE TACNA ESQUINA CON CALLE ABANCAY MZ. 77 LT. 1 AA.HH. SANTA ROSA,PUENTE PIEDRA,147,,,,,,,,,,,,,
,19980,TERPEL PERU S.A.C.,20511995028,AV. SAN JUAN N° 895,SAN LUIS,147,,,,,,,,,,,,,
,43023,ALVAUNSI S.A.C,20499458097,AV UNIVERSITARIA ESQ. CON CALLE 15 MZ Q-1 LOTES 30 Y 31 COOPERATIVA DE VIVIENDA PRIMAVERA,COMAS,144,,,,,,,,,,,,,
,8743,EMPRESA DE TRANSPORTES PERU S.A.,20109841812,"ESQ. LAS PALMERAS Y ACASIAS MZ. H, LT-12 LOTIZACION ENSENADA",PUENTE PIEDRA,143,,,,,,,,,,,,,
,19979,COMIN F.S.V. S.A.C.,20538243745,AA.HH.HEROES DE SAN JUAN MZ. 0-1 LOTE 6,SAN JUAN DE MIRAFLORES,141,,,,,,,,,,,,,
,85013,FAUSTO NONATO RAMOS,10225126157,"AV. SAN MARTIN KM 17.8, MZ C - LT 2 Y 3 - ASOCIACION DE VIVIENDAS LA ESPERANZA DE CIENEGUILLA",CIENEGUILLA,141,,,,,,,,,,,,,
VM,114073,RED INTERNACIONAL DE COMBUSTIBLE Y SERVICIO AUTOMOTRIZ S.R.L.,20325753821,AV. NICOLAS ARRIOLA N° 1003,LA VICTORIA,139,,,,,,,,,,,,,
,16772,INVERSIONES LECAP S.A.C.,20508385791,"ESQUINA AV. A CON CALLE 1, MZ. B. LOTES 12, 13 Y 14",ATE,137,,,,,,,,,,,,,
,121053,EMPRESA DE TRANSPORTES E INVERSIONES CLARA VALENCIA S.R.L.,20514095079,"SECTOR 1, GRUPO 22, MZ. I, LOTE 01",VILLA EL SALVADOR,135,,,,,,,,,,,,,
,64409,CONCESIONARIO PETRO SERVICE D.V. S.R.L.,20193937552,"ESQ. AV. VISTA ALEGRE Y JR. 24 DE JUNIO, MZ.25, LT.22 AA.HH. 3 DE OCTUBRE DE VILLA",SAN JUAN DE MIRAFLORES,135,,,,,,,,,,,,,
,8935,CARLOS ARMANDO PALACIOS GAMARRA,10410200011,CARRETERA CENTRAL KM. 14.5,ATE,134,,,,,,,,,,,,,
,9511,ESTACION DE SERVICIOS OTOÑO S.A.C.,20525150683,"AV. LOS PROCERES MZ. A LOTES 39,40. AA.HH. LOS JAZMINES",LOS OLIVOS,134,,,,,,,,,,,,,
,37334,HI GAS S.A.C.,20507463305,AV PROLOGACIÓN JUAN LECAROS S/N ESQ. AV COPACABANA - URB LOS CRISANTEMOS,PUENTE PIEDRA,133,,,,,,,,,,,,,
,62298,GRUPO ALMONACID S.A.C.,20524280419,"AV. PRINCIPAL (FRANCISCO BOLOGNESI) S/N,  MZ. A  LOTES 19, 20 Y 21 AA.HH. VILLA CAMPOY",SAN JUAN DE LURIGANCHO,131,,,,,,,,,,,,,
,113128,GUTIERREZ TERNERO ROBERTO,10068785672,"AV. LOS INCAS ESQUINA CON AV. SINCHI ROCA, MZ. A, LT. 18",COMAS,129,,,,,,,,,,,,,
,90316,COPRINI S.A.C.,20602784381,"AV. TANTAMAYO CRUCE CON CALLE LLATA, MZ A, LT. 22 Y 23 ¿ URB. SOL DE NARANJAL",SAN MARTIN DE PORRES,129,,,,,,,,,,,,,
,7454,CORPORACION CEMOA S.A.C.,20458728667,AV. CARABAYLLO  1318  URB. LOS VIÑEDOS,COMAS,128,,,,,,,,,,,,,
,34649,ESCOH S.A.C.,20517767396,"ESQ. AV. DE LA FRATERNIDAD CON LA CALLE 19, MZ W-1, LOTES 15-16, AAHH. ENRIQUE MONTENEGRO",SAN JUAN DE LURIGANCHO,127,,,,,,,,,,,,,
DUC,35251,MOLIGRIFO S.A.C.,20557284029,"AV. DEFENSORES DEL MORRO (ANTES HUAYLAS) N° 2671. MZ. Z-1, LTS. 1, 2, 3, 4 Y 5. URB. SANTA LEONOR",CHORRILLOS,1051,Repsol,0,0,1,6,0,1,1,0,0,1,"-12.183468, -77.009126",
,90316,KALPU S.A.C.,20522501965,"AV. TANTAMAYO CRUCE CON CALLE LLATA, MZ A, LT. 23 - URB SOL DE NARANJAL",SAN MARTIN DE PORRES,122,,,,,,,,,,,,,
,126097,ESTACION DE SERVICIOS HERCO S.A.C.,20348303636,LOTIZACION SEMI RUSTICA LEONCIO PRADO LOTE 108 MZ I,PUENTE PIEDRA,119,,,,,,,,,,,,,
DUC,41375,REPSOL COMERCIAL S.A.C.,20503840121,AV. ANGAMOS ESTE N° 1715 ESQ. CON CALLE UNO,SURQUILLO,118,,,,,,,,,,,,,F/S
DU,130775,ESTACION DE SERVICIOS GAMARRA S.A.C.,20600011007,"AV. LA PAZ Y CALLE GRAN MARISCAL AGUSTIN GAMARRA MESSIA (ANTES JIRON) DENOMINADO LOTE 246, SUBLOTE A,B,C Y D DE LA MZ. 14 URBANIZACIÓN MIRAMAR",SAN MIGUEL,117,Pecsa,4,6,1,4,0,0,0,1,1,,"-12.083928, -77.096233",Sí
VM,45439,MERRILL PERU ENTERPRISES S.A.C.,20510531923,AV. JAIME BAUZATE Y MEZA N° 564-568,LA VICTORIA,116,,,,,,,,,,,,,
,125695,GRUPPE AR S.A.C.,20511978794,"AV HEROES DEL ALTO CENEPA, LTE 27 (AUTOPISTA TRAPICHE - CHILLON)",COMAS,114,,,,,,,,,,,,,
,108311,INVERSIONES Y ASESORAMIENTO ESCORPIO S.A.C.,20516453835,"MALECON SAN MARTIN - MANZANA 50. LOTES 6, 7, 8, 51 Y 52. SECTOR BALNEARIO",PUCUSANA,113,,,,,,,,,,,,,
,7558,REPRESENTACIONES E IMPORTACIONES MIJ S.R.L.,20179620945,"AV. RAMIRO PRIALE N° 5747 Y 5749, ASOCIACION DE PROPIETARIOS DIGNIDAD NACIONAL",LURIGANCHO,113,,,,,,,,,,,,,
,100012,SERVICENTRO SATO E.I.R.L.,20547758227,"AV. LAS LOMAS DE CARABAYLLO (VÍA PERIURBANA TRAMO I-C), MZ. A, LOTE 01 - ASOCIACIÓN AGROPECUARIA LOS PALOMARES",CARABAYLLO,112,,,,,,,,,,,,,
,108709,INVERSIONES SCJ ONOFRE E.I.R.L.,20601694205,AV. LEONCIO PRADO Nº 344 - ZAPALLAL,PUENTE PIEDRA,110,,,,,,,,,,,,,
,95643,STACION VGAS E.I.R.L.,20544781198,AV. PERIURBANA Nº 1007 (PREDIO RURAL ZAPALLAL ALTO - EL DORADO),PUENTE PIEDRA,110,,,,,,,,,,,,,
,131174,INVERSIONES PICORP S.A.C,20428254687,"MZ 1-B LT 02, SUB PARCELA  1-E ( 3RA ETAPA ) NUEVA URB. TORRE BLANCA",CARABAYLLO,109,,,,,,,,,,,,,
,18622,YACHT CLUB ANCÓN,20137399866,MALECON SAN MARTIN N° 873,ANCON,109,,,,,,,,,,,,,
DU,63899,ESCOH S.A.C.,20517767396,JR. HUARAZ N° 1484 - 1494 ESQUINA CON JR. RESTAURACION,BREÑA,183,GasPetrol,2,6,0,2,0,0,0,1,1,,"-12.064626, -77.048739",
,61570,PETRO SAN JUAN REPRESENTANTES Y VENTAS S.A.C.,20507573585,AV. NICOLAS AYLLON S/N CARRETERA CENTRAL KM. 13 C.P. SAN JUAN DE PARIACHI,ATE,106,,,,,,,,,,,,,
,82208,MERCEDES SOLEDAD MANCO ARROYO DE SANCHEZ,10090085030,AV. FERROCARRIL ESQUINO CON 1º DE MAYO,EL AGUSTINO,106,,,,,,,,,,,,,
,123796,AR ENERGIA S.A.C.,20600684095,AV. UNIVERSITARIA N° 100 ¿ URB. SANTA ISABEL,CARABAYLLO,105,,,,,,,,,,,,,
,33179,TERPEL PERU S.A.C.,20511995028,"AV. LAS PALMERAS MZ. A1 LOTES 2-3, ESQUINA CON AV. NARANJAL, URB. PARQUE NARANJAL II ETAPA",LOS OLIVOS,105,,,,,,,,,,,,,
,104256,INVERSIONES M Y E S.A.C.,20518633482,"AV. LAS TORRES MZ. ""D"" LOTE 14 URB. ALAMEDA DE HUACHIPA",LURIGANCHO,104,,,,,,,,,,,,,
,121965,S Y M COMERCIAL DEL PERU S.A.C,20600438167,AV. LAS TORRES Y ESQ AV CAJAMARQUILLA (AV MEDIA LUNA) PARCELA PREDIAL MZ E LTE 7,LURIGANCHO,104,,,,,,,,,,,,,
,37654,INVERSIONES GOLD STAR E.I.R.L.,20549450785,AV. TUPAC AMARU KM. 17.5 MZ. B1 LT. 1-3 ASOC. DE VIVIENDA SANTA ROSA DE PUNCHAUCA,CARABAYLLO,101,,,,,,,,,,,,,
,8020,SERVICENTRO TRANSPORTES ARGUELLES Y SERVICIOS GENERALES E.I.R.L.,20215235859,AV. TRAPICHE  S/N. URB. FDO S. JOSE LT-3A,COMAS,100,,,,,,,,,,,,,
DU,63899,CORPORACION LUMAR S.A.C.,20515885332,JR. HUARAZ N° 1484 - 1494 ESQUINA CON JR. RESTAURACION,BREÑA,99,GasPetrol,2,6,0,2,0,0,0,1,1,,"-12.064626, -77.048739",
,82419,EDWIN RUDY ESPINOZA CASTRO,10160160271,AV. 25 DE ENERO (ANTES 22 DE AGOSTO) SUB LOTE 5A Y 5D. ESQUINA CALLE HACIENDA. URB. INFANTAS,SAN MARTIN DE PORRES,98,,,,,,,,,,,,,
,8705,PROCESADORA Y OPERADORA DE COMBUSTIBLES DEL PERU S.A.C.,20565676742,AV. MARISCAL OSCAR R. BENAVIDES N° 1623 - 1657,LIMA,97,,,,,,,,,,,,,
,21096,GRUPO AZAÑERO INVERSIONISTAS EN COMBUSTIBLES S.A.C.,20550418658,AV. HEROES DEL ALTO CENEPA MZ. B LOTE 13 URB. CHACRA CERRO,COMAS,95,,,,,,,,,,,,,
VM,34548,ESTACION DE SERVICIOS SAN JOSE S.A.C.,20175642341,"AV. LUNA PIZARRO N° 1212, 1216, 1220 ESQ. CALLE FRANCIA N° 584, 598",LA VICTORIA,94,,,,,,,,,,,,,
DU,8332,COESTI S.A.,20127765279,GREGORIO ESCOBEDO ESQ. CON HUIRACOCHA,JESUS MARIA,2920,Primax,2,4,0,6,0,0,0,1,1,,"-12.084023, -77.051817",
,33457,ELSA SOLEDAD SANCHEZ SUCARI,10085552436,AV. EDUARDO HABICH N° 678 ESQUINA CON EL JR. JOSE SABOGAL,SAN MARTIN DE PORRES,93,,,,,,,,,,,,,
,8069,PORTAFOLIO G & E S.A.C.,20543435661,AV. SANTA ROSA N° 274,SANTA ANITA,93,,,,,,,,,,,,,
,132211,RED INTERNACIONAL DE COMBUSTIBLE Y SERVICIO AUTOMOTRIZ SRL,20325753821,CARRETERA CENTRAL KM 22.700,CHACLACAYO,91,,,,,,,,,,,,,
DUC,96646,SERVICENTRO LA INMACULADA EIRL,20388308134,AV. CORDILLERA NEGRA-VOLCAN COROPUNA MZ. E-13 LT.5 LAS DELICIAS DE VILLA,CHORRILLOS,164,Primax,0,0,0,4,0,0,0,0,0,0,"-12.199256, -76.987733",no los encuentro
,94336,CORPORACION MEGU S.A.C,20517877574,"AV. REVOLUCION CON AV. MARIA PARADO DE BELLIDO MZ. M, LOTE 35 - AAHH COLLIQUE V ZONA",COMAS,90,,,,,,,,,,,,,
VM,19955,TERPEL PERU S.A.C.,20511195098,"AV. NICOLAS AYLLON Nº 680, ESQ. CON AV. MEXICO",LA VICTORIA,88,,,,,,,,,,,,,
VM,19953,TERPEL PERU S.A.C.,20511995028,"AV. 28 DE JULIO N° 2315, ESQ. CON JR. PARINACOCHAS",LA VICTORIA,85,,,,,,,,,,,,,
,7708,INVERSIONES GENERALES J&R S.A.C,20429098662,"AV. PASTOR SEVILLA, SECTOR 1 GRUPO 22-A MANZANA M LOTES 16, 17, 18 Y 19",VILLA EL SALVADOR,85,,,,,,,,,,,,,
,8033,SUR EXPORT E.I.R.L.,20192952574,"JR. CERRO AZUL N° 227-233-237, URB. SAN IGNACIO DE MONTERRICO",SANTIAGO DE SURCO,84,,,,,,,,,,,,,
DU,18825,GRIFO VICTORIA E.I.R.L.,20414738193,JR. JORGE CHAVEZ 1087 ESQ. JR. OLMEDO N° 498,BREÑA,566,Independiente,0,0,0,4,0,0,0,0,0,,"-12.060024, -77.048268",
,111552,ESTACION DE SERVICIOS PACHATUSAN S.A.C.,20555103698,ASOCIACION DE PROPIETARIOS SEÑOR DE HUANCA MZ. D LOTE 1,CIENEGUILLA,79,,,,,,,,,,,,,
,20130,GRIFO VALCARD S.R.L.,20501500209,AV. SANTA ROSA DE LIMA Nº 2091 - URB. LA HUAYRONA,SAN JUAN DE LURIGANCHO,78,,,,,,,,,,,,,
,85698,TERPEL PERU S.A.C.,20511995028,AV. NICOLAS AYLLON N° 2039,ATE,78,,,,,,,,,,,,,
DUC,96646,SERVICENTRO LA INMACULADA EIRL,20388308134,"ESQUINA AV. CORDILLERA NEGRA Y JR. VOLCAN COROPUNA MZ E-13, LT. 5, URB. LAS DELICIAS DE VILLA",CHORRILLOS,77,Primax,0,0,0,4,0,0,0,0,0,0,"-12.199256, -76.987733",no los encuentro
,6740,CONSORCIO  EL  NORTEÑO  S.A.C,20601199824,CARRETERA PANAMERICANA NORTE KM. 31.7,PUENTE PIEDRA,76,,,,,,,,,,,,,
,9426,SERVICIOS Y GRIFOS CAMARENA S.A.,20256929008,"SECTOR 03, GRUPO 19, MZ. M, LOTES. 1, 2, 3 Y 24",VILLA EL SALVADOR,76,,,,,,,,,,,,,
DUC,125855,GASBRA S.A.C.,20507401881,DEFENSORES DEL MORRO N° 1391 H.U. EL MORRO,CHORRILLOS,125,,,,,,,,,,,,,F/S? no se ve nada y no figura en página de PECSA
,93384,ESTACION SAN DIEGO SAC,20602606105,"AV. EL SOL MZ. J-1, LT. 04, URB. LAS VERTIENTES",VILLA EL SALVADOR,74,,,,,,,,,,,,,
,15496,TERPEL PERU S.A.C,20511995028,"AV.WIESSE SECTOR 3. LTE 41, MZ. G-8. PROLONGACION MARISCAL CACERES",SAN JUAN DE LURIGANCHO,73,,,,,,,,,,,,,
,7324,TERPEL PERU S.A.C.,20511995028,"AV. HEROES DEL ALTO CENEPA N° 1502, 1504, 1506, 1510, 1514",COMAS,73,,,,,,,,,,,,,
,88439,TERPEL PERU SAC,20511995028,"AV. ALFREDO MENDIOLA Nº 6585 - 6589 - 6593 - 6597 - 6599, MZ. 2E, LOTE 16 - PARCELACION RESIDENCIAL SANTA LUISA II ETAPA",LOS OLIVOS,73,,,,,,,,,,,,,
,9616,TERPEL PERU S.A.C.,20511995028,"AV. LIMA ESQUINA AV. MARIA REICHE, MZ. C, LOTE 17, AA.HH. VILLA LA PAZ",VILLA EL SALVADOR,73,,,,,,,,,,,,,
,19992,GRIFO ANDINO E.I.R.L.,20512577823,JR. GENERAL VIDAL N° 895. LOTE 2. MZ 6E - PUEBLO JOVEN SAN FRANCISCO DE LA TABLADA DE LURÍN - SECTOR PRIMERO,VILLA MARIA DEL TRIUNFO,71,,,,,,,,,,,,,
,44924,ROAN INVERSIONES  SOCIEDAD ANONIMA CERRADA,20515253883,"AV.PRLNG. REVOL 3501 MZ.A LT.3,4Y5 AA.HH.SANTA ROSA COLLIQUE",COMAS,71,,,,,,,,,,,,,
,124260,SHIN S.A.C.,20563372029,AV. SAN MARTIN DE PORRAS MZ CL 1 LOTE 18-19 CANTO GRANDE,SAN JUAN DE LURIGANCHO,69,,,,,,,,,,,,,
,85113,ESTACION DE SERVICIOS LOS NORTEÑOS S.A.C.,20516966620,"MZ E LOTE 01, PARCELA HUERTOS DE SANTA GENOVEVA (KM 40 ANTIGUA CARRETERA PANAMERICANA SUR)",LURIN,69,,,,,,,,,,,,,
,97176,ESTACION DE SERVICIOS & FENIX SUR S.A.C.,20549105506,"AA. HH. EDILBERTO RAMOS, GRUPO 01, MZ A LT 2, SUB LOTE 1 4TA ETAPA URB PACHACAMAC",VILLA EL SALVADOR,69,,,,,,,,,,,,,
,100806,ESTACION DE SERVICIOS MONTOYA Y HERMANOS S.A.C.,20551508855,"URB RESIDENCIAL LA PODEROSA, LOTES 1 Y 2, FRENTE AV. PRINCIPAL",PUCUSANA,68,,,,,,,,,,,,,
,34149,EL INCOMPRENDIDO S.A.C.,20544098421,"AV. VILLA MARIA DEL TRIUNFO N° 1988, ESQUINA CON CALLE INDEPENDENCIA, MZ. H-19 LOTE 15",VILLA MARIA DEL TRIUNFO,67,,,,,,,,,,,,,
,116395,PETROGRIFO S.A.C.,20601011621,"AV. CARAPONGO MZ. H LOTE 1-2, URB. LOS TULIPANES DE CARAPONGO",LURIGANCHO,66,,,,,,,,,,,,,
DUC,87554,REPSOL COMERCIAL S.A.C.,20503840121,AV. JAVIER PRADO ESTE Nº 3160,SAN BORJA,1579,Repsol,0,0,0,6,0,0,0,1,0,1,"-12.086876, -76.991795",
,9424,GRIFO DENNIS S.A.C.,20109980855,AV. TUPAC AMARU 10200 ¿ 10202 (ALT. 18.5 KM. AV. TUPAC AMARU),CARABAYLLO,66,,,,,,,,,,,,,
,135513,ASESORIA COMERCIAL S.A,20100094569,"AV. LURIGANCHO MZ. B LOTE 10 A,B,C,D, E Y SUB LOTE 10 F1",SAN JUAN DE LURIGANCHO,65,,,,,,,,,,,,,
,118799,CORPORACION ALEGROUP E.I.R.L.,20601007861,"LOTE25,MZ.N¿,AGRUPAMIENTO PACHACAMAC,SECTOR SEGUNDO,PARCELA¿A¿/BARRIO1(ALT.INTERSECC DE LAS AV.SEPARADORA INDUSTRIAL Y AV.PROLONGACION UNIVERSITARIA)",VILLA EL SALVADOR,64,,,,,,,,,,,,,
,86387,AHV COMBUSTIBLES S.A.C.,20600568460,CARRETERA CENTRAL KM 13.650 GLORIA BAJA,ATE,64,,,,,,,,,,,,,
,21446,LIMA BANDA S.A.C.,20101312519,AV. CARLOS IZAGUIRRE N° 220 ESQUINA CON CALLE  NAPO,INDEPENDENCIA,63,,,,,,,,,,,,,
,7806,TERPEL PERU S.A.C.,20511995028,CARRETERA ANTIGUA PANAMERICANA SUR KM. 32 MZA. U LOTE 1 A.H. HUERTOS DE LURIN,LURIN,62,,,,,,,,,,,,,
,8580,ENERGIGAS  S.A.C.,20506151547,"CARRETERA PANAMERICANA NORTE KM. 29,5",PUENTE PIEDRA,62,,,,,,,,,,,,,
VM,34671,GRIFO SANTA ROSA S.A.,20160598388,"AV. BAUZATE Y MEZA N° 800, ESQUINA JR. MENDOZA MERINO",LA VICTORIA,61,,,,,,,,,,,,,
,63984,EMPRESA DE TRANSPORTES Y SERVICIOS VIRGEN DE LA PUERTA S.A.,20156930963,AV. LA FLORIDA CDRA. 12 MIRAMAR . LAS CONCHITAS,ANCON,60,,,,,,,,,,,,,
,8222,EMPRESA DE TRANSPORTES UNIDOS DOCE DE NOVIEMBRE S.A.,20123499558,MZ. J-10. LT. 1 - PAMPLONA ALTA SECTOR LEONCIO PRADO,SAN JUAN DE MIRAFLORES,60,,,,,,,,,,,,,
,135731,ESTACION CELESTE S.A.C.,20565431987,"AV. X-5 MZ. G-1 LOTES 5, 6 Y 7 (ANTIGUA PANAMERICANA SUR)",LURIN,59,,,,,,,,,,,,,
DU,89061,GAS POINT S.A.C,20550392080,AV. UNIVERSITARIA ESQ. CON CALLE NN1,PUEBLO LIBRE,382,Independiente,4,8,1,2,0,0,0,1,1,,"-12.077304, -77.080736",
DU,8518,CHIE S.A.C.,20492923096,"JR. ORBEGOZO Nº 300, ESQUINA CON JR. HUARAZ",BREÑA,2796,Independiente,0,4,1,4,1,1,0,0,,,"-12.066218, -77.050410",
,16725,ESTACION DE SERVICIOS MAYORAZGO S.A.,20137374448,"AV. PROLONGACION JAVIER PRADO ESQ. CON LA AV. B, URB. LOS PORTALES DE JAVIER PRADO",ATE,55,,,,,,,,,,,,,
,82903,COESTI S.A.,20127765279,AV. GRAU N° 1308 ESQ JR. HUANUCO Nª 1101,LIMA,55,,,,,,,,,,,,,
,125850,ALTA VIDDA GAS S.A.C,20513567139,"MZ N, LOTE 9 PARCELACION SEMI RUSTICA DEL FUNDO CANTO GRANDE  2DA ETAPA",SAN JUAN DE LURIGANCHO,51,,,,,,,,,,,,,
,132388,INVERSIONES PICORP S.A.C.,20428254687,"MZ. 1-B LOTE 02, SUB PARCELA 1-E (3ERA. ETAPA) NUEVA URB. TORRE BLANCA",CARABAYLLO,51,,,,,,,,,,,,,
,14723,"EMPRESA DE SERVICIOS, COMERCIALIZACION E IMPORTACION DE REPUESTOS S.A. (ESCIRSA)",20251597562,AV. CARLOS IZAGUIRRE S/N (EX-FUNDO SNATA ROSA),SAN MARTIN DE PORRES,51,,,,,,,,,,,,,
,128675,DELTA CHOCAS E.I.R.L.,20601029741,ALFREDO MENDIOLA 700 - 704 URB. PALAO,SAN MARTIN DE PORRES,49,,,,,,,,,,,,,
,18666,SHIMA INVERSIONES BARRANCA E.I.R.L.,20602877818,"ESQUINA DE LA AV. CANTA CALLAO Y LOS DOMINICOS MZ. E LOTE 7, URB. LAS BRISAS DE SANTA ROSA",SAN MARTIN DE PORRES,48,,,,,,,,,,,,,
,43492,INVERSIONES SOL DE HUAYCAN S.A.,20504649386,"CARRETERA CENTRAL (AV. LIMA SUR) ESQUINA CON PASAJE JACARANDAES, SUB LOTE 34-B1, B2, B3",LURIGANCHO,48,,,,,,,,,,,,,
,63591,VALNI S.A.C.,20544097963,AV. EL SOL 527A MZ F SUB-LOTE 16A URB. CANTO GRANDE,SAN JUAN DE LURIGANCHO,48,,,,,,,,,,,,,
,64151,INVERSIONES EL CHAPERITO S.A.C.,20492747778,"MZ.A, LT.2, ESQ. AV. TUPAC AMARU Y AV. CAMINO REAL -A.H HSTORICO CON - CON.",CARABAYLLO,48,,,,,,,,,,,,,
,118693,NEGOCIACIONES & COMBUSTIBLES OSBERAL S.A.C.,20551379192,"MZ. A LOTE 1, URB. LOS TULIPANES",LURIGANCHO,47,,,,,,,,,,,,,
